,size,html_len,number_of_links,number_of_buttons,number_of_inputs,number_of_ul,number_of_ol,number_of_lists,number_of_h1,number_of_h2,total_h1_len,total_h2_len,avg_h1_len,avg_h2_len,number_of_images,number_of_tags,number_of_unique_tags,textdata
1291,257117,51408,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,egypt qualifies for world cup in 27 years amidst political instability comments
1292,257132,51411,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,texans’ player donates first game check to workers effected by harvey comments
1293,268072,53599,140,3,11,2,0,2,1,1,34,8,34.0,8.0,54,636,34,puckin hostile shoutcastepisode 91 comments
1294,296122,59209,137,3,11,2,0,2,1,1,97,8,97.0,8.0,54,637,32,10 important stories from 092917 box scores story’s turn around not buying c anderson more comments
1295,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1296,298777,59740,140,3,11,6,0,6,1,1,86,8,86.0,8.0,56,644,32,101 trspnc era wildcard win trs closes freddy takes crown lockes 1st win more comments
1297,365724,60941,141,3,11,2,0,2,1,1,61,8,61.0,8.0,53,617,30,passenger dragged off southwest airlines plane over ‘allergy’ comments
1298,352968,58815,138,3,11,2,0,2,1,1,61,8,61.0,8.0,54,603,30,un blacklists saudiled coalition for killing yemeni children comments
1299,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1300,257332,51451,138,3,11,2,0,2,1,1,63,8,63.0,8.0,54,603,30,trump’s visit to puerto rico was a disaster of epic proportions comments
1301,228900,38137,42,0,5,2,0,2,2,1,71,29,35.5,29.0,13,286,28,united airlines faces another controversy after a fit and healthy giant rabbit expected to become the worlds biggest died suddenly on one of its planes united airlines kills worlds largest bunny during flight post navigation subscribe to our mailing list
1302,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1303,256707,51326,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,18yearold reportedly raped after arrest by onduty nypd officers comments
1304,257887,51562,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,bar owner doesnt think lynch kaepernick doormat is racist really comments
1305,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1306,362586,60418,140,3,11,2,0,2,1,1,64,8,64.0,8.0,53,609,30,man gets knuckle sandwich after bursting in on masturbating wife comments
1307,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1308,354042,58994,139,3,11,2,0,2,1,1,32,8,32.0,8.0,54,603,30,north korea’s nuclear trump card comments
1309,299117,59808,148,3,11,2,0,2,1,1,33,8,33.0,8.0,53,639,33,restructures for several veterans comments
1310,283397,56664,140,3,11,6,0,6,1,1,106,8,106.0,8.0,56,634,32,101 expo parkforbes field era deacon whips cy in 1st ws game waners 237 hits boss man roberto more comments
1311,252216,42023,52,0,5,2,0,2,2,1,64,29,32.0,29.0,22,334,30,photos elf on the shelf doesnt want you to see ahhhh the innocent playful elf on the shelf santas little scout elves hide in peoples homes to photos ‘elf on the shelf’ doesn’t want you to see post navigation subscribe to our mailing list
1312,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1313,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1314,262200,43687,42,0,5,2,0,2,2,1,72,29,36.0,29.0,15,294,30,shattering the grand illusion the power of human thought post navigation subscribe to our mailing list
1315,362244,60361,140,3,11,2,0,2,1,1,56,8,56.0,8.0,53,609,30,minnesota vikings lose heartbreaker detroit lions kneel comments
1316,224922,37474,44,0,5,2,0,2,2,1,64,29,32.0,29.0,13,297,30,a paranormal investigator discovered a shadow figure in a reportedly haunted theatre in arizona check out the ghostly figure here shadow figure caught on camera in haunted theatre post navigation subscribe to our mailing list
1317,363318,60540,136,3,11,2,0,2,1,1,35,8,35.0,8.0,54,611,30,crossfit training rule the school comments
1318,378426,63058,137,3,11,2,0,2,1,1,59,8,59.0,8.0,53,618,32,media mayors and celebs lying about trump and puerto rico comments
1319,257557,51496,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,man to howard university students ‘it’s not murder if they’re black’ comments
1320,284817,56948,140,3,11,2,0,2,1,1,31,8,31.0,8.0,53,679,32,201718 ashes aussies to watch comments
1321,257177,51420,138,3,11,2,0,2,1,1,59,8,59.0,8.0,54,603,30,cam newton laughs at female reporter talking about football comments
1322,255002,50985,137,3,11,2,0,2,2,1,110,8,55.0,8.0,53,599,30,10 shocking facts about porn you probably didnât know 10 shocking facts about porn you probably didnât know comments
1323,304547,60894,152,3,11,2,0,2,1,1,29,8,29.0,8.0,54,650,32,coaching staff failing ravens comments
1324,526308,87705,172,3,21,4,0,4,1,1,63,8,63.0,8.0,79,799,33,ron paul las vegas slaughter conspiracy or lone nut video comments
1325,279157,55816,139,3,11,5,0,5,1,1,85,8,85.0,8.0,55,630,32,105 trspnc park bucs win in 71 79 lose four playoffs dang reds tracy fired comments
1326,396888,66135,147,3,11,2,0,2,1,1,67,8,67.0,8.0,53,632,31,how to alienate your base and hurt your cause – courtesy of the nfl comments
1327,370926,61808,141,3,11,2,0,2,1,1,60,8,60.0,8.0,54,622,31,physician group slams mccain for failure to repeal obamacare comments
1328,257307,51446,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,trump mocks puerto rico in hispanic heritage speech — it was horrible comments
1329,2163,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
1330,261182,52221,139,3,11,2,0,2,1,1,28,8,28.0,8.0,53,618,31,ravens raiders – wednesday comments
1331,299522,59889,141,3,11,3,1,4,1,1,45,8,45.0,8.0,54,691,33,week 5 rankings 2017 top 50 wide receivers comments
1332,359010,59822,141,3,11,2,0,2,1,1,71,8,71.0,8.0,53,614,30,trump holds a joint press conference with president rajoy live stream comments
1333,280722,56129,157,3,11,2,0,2,1,1,82,8,82.0,8.0,53,639,31,bullpen notes september 25 2017 barraclough gets save familia’s outlook more comments
1334,244188,40685,42,0,5,2,0,2,2,1,98,29,49.0,29.0,14,311,30,the new goosebumps movie trailer is out and it has all the monsters you could want post navigation subscribe to our mailing list
1335,230382,38384,43,0,5,2,0,2,2,1,79,29,39.5,29.0,13,293,31,do you know how mcdonald’s fries are made this will disgust you post navigation subscribe to our mailing list
1336,301592,60303,140,3,11,6,0,6,1,1,100,8,100.0,8.0,56,647,32,102 happenings hbd erniehonest eddie rex maury big red marino lamont axed bucs sold more comments
1337,263742,52733,139,3,13,3,0,3,1,1,84,8,84.0,8.0,58,624,32,nibiru final warning âjust how long does earth have left before planet x doomâ comments
1338,222348,37045,40,0,5,2,0,2,2,1,79,29,39.5,29.0,13,285,28,according to police tatanysha hedman 40 poured gasoline on her husband vincent phillips 52 as he slept at that point she allegedly set him on fire woman sets husband on fire for molesting her 7yearold daughter post navigation subscribe to our mailing list
1339,300227,60030,143,3,11,3,0,3,1,1,87,8,87.0,8.0,54,684,34,start âem or sit âem 2017 week 4 dak prescott chris carson ty hilton more comments
1340,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1341,257262,51437,138,3,11,2,0,2,1,1,65,8,65.0,8.0,54,603,30,public version of crude trumphoward stern interviews hit by dcma comments
1342,351558,58580,138,3,11,2,0,2,1,1,53,8,53.0,8.0,54,603,30,white classmate punches black boy calls him a nr comments
1343,351978,58650,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,state police director says players who take the knee are ‘degenerates’ comments
1344,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1345,257747,51534,138,3,11,2,0,2,1,1,59,8,59.0,8.0,54,603,30,after alleged moron remark tillerson strokes trumps ego comments
1346,257402,51465,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,trump’s kids allegedly used political clout to get fraud case dropped comments
1347,363954,60646,145,3,11,2,0,2,1,2,64,51,64.0,25.5,54,625,30,what happens when you use sound to deflect a laser beam video emigrate while you still can learn more comments
1348,370128,61675,139,3,11,4,0,4,1,1,82,8,82.0,8.0,54,630,32,player to watch regardless of his game 1 performance trevor bauer is what he is… comments
1349,261387,52262,139,3,11,2,0,2,1,1,27,8,27.0,8.0,53,620,31,ravens raiders – thursday comments
1350,352296,58703,138,3,11,2,0,2,1,1,63,8,63.0,8.0,54,603,30,tom price resigns as health secretary over private plane uproar comments
1351,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1352,253912,50767,136,3,11,2,0,2,1,1,74,8,74.0,8.0,53,597,30,this is an american warning we are headed for rough times david robertson comments
1353,242778,40450,54,0,5,2,0,2,2,1,71,29,35.5,29.0,22,321,29,10 people who used money in the most ghettofabulous way 10 people who used money in the most ghettofabulous way post navigation subscribe to our mailing list
1354,256612,51307,138,3,11,2,0,2,1,1,45,8,45.0,8.0,54,603,30,active shooter reported near las vegas casino comments
1355,364686,60768,142,3,11,2,0,2,1,1,56,8,56.0,8.0,57,618,30,ny jets podcast jets win two in a row on to cleveland comments
1356,266092,53203,142,3,11,2,0,2,1,1,43,8,43.0,8.0,54,617,32,please donate to puerto rico relief efforts comments
1357,448092,74669,158,3,21,5,0,5,1,1,56,8,56.0,8.0,80,759,35,something very odd about the las vegas shooter’s weapons comments
1358,263737,52732,139,3,13,3,0,3,1,1,84,8,84.0,8.0,58,624,32,nibiru final warning âjust how long does earth have left before planet x doomâ comments
1359,88,7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,3,
1360,376320,62707,148,3,11,2,0,2,1,1,47,8,47.0,8.0,53,634,31,nba won’t allow kneeling during national anthem comments
1361,274857,54956,150,3,11,3,0,3,1,1,51,8,51.0,8.0,59,663,30,2017 fantasy football tight end rankings â week 5 comments
1362,275677,55120,146,3,11,3,0,3,1,1,55,8,55.0,8.0,59,675,30,2017 fantasy football wide receiver rankings â week 5 comments
1363,422484,70401,150,3,11,3,0,3,1,1,83,8,83.0,8.0,54,718,34,sunday morning start ‘em or sit ‘em carlos hyde jay ajayi kelvin benjamin more comments
1364,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1365,283092,56603,141,3,11,2,0,2,1,1,30,8,30.0,8.0,53,646,33,ol grades notes vs steelers comments
1366,233064,38831,44,0,5,2,0,2,2,1,100,29,50.0,29.0,13,299,31,on wednesday evening fueled by rage this baltimore mom allegedly gave her son another beat down the sound of screaming and pounding were so loud it baltimore ‘mom of the year’ arrested for child abuse after another enraged smack down post navigation subscribe to our mailing list
1367,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1368,257147,51414,138,3,11,2,0,2,1,1,60,8,60.0,8.0,54,603,30,is the tech industry fighting white supremacy or fueling it comments
1369,257052,51395,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,aung san suu kyi stripped of oxford honor amid ethnic cleansing claims comments
1370,267517,53488,144,3,11,2,0,2,1,1,30,8,30.0,8.0,57,621,31,jets place charone peake on ir comments
1371,256562,51297,138,3,11,2,0,2,1,1,61,8,61.0,8.0,54,603,30,jimmy kimmel weeps as he talks about shooting in his hometown comments
1372,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1373,260317,52048,140,3,11,2,0,2,1,1,65,8,65.0,8.0,53,609,30,trump addresses the nation after las vegas shooting live stream comments
1374,284147,56814,144,3,13,4,0,4,1,1,64,8,64.0,8.0,59,669,34,2018 player to avoid don’t buy into avisail garcia’s “breakout” comments
1375,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1376,368544,61411,136,3,11,2,0,2,1,1,145,8,145.0,8.0,53,596,31,organic music marketing is leading the way in the atlanta music scene through its innovative marketing strategies and organic branding techniques comments
1377,257147,51414,138,3,11,2,0,2,1,1,54,8,54.0,8.0,54,603,30,prankster arrested after crashing theresa mays speech comments
1378,263427,52670,139,3,11,2,0,2,1,1,22,8,22.0,8.0,54,611,30,dunderhead of the week comments
1379,290042,57993,140,3,11,6,0,6,1,1,74,8,74.0,8.0,56,646,32,107 postseason bad day at the shop0for3 in ws 1for5 in playoffs comments
1380,327897,65564,152,3,11,2,0,2,1,1,27,8,27.0,8.0,54,672,33,the plan to beat pittsburgh comments
1381,351006,58488,138,3,11,2,0,2,1,1,46,8,46.0,8.0,54,603,30,in a first saudi arabia allows women to drive comments
1382,369894,61636,142,3,11,2,0,2,1,1,58,8,58.0,8.0,53,618,30,white house tax reform goals focus on rates and deductions comments
1383,256307,51246,138,3,11,2,0,2,1,1,62,8,62.0,8.0,54,603,30,neonazis with tiki torches descend upon charlottesville again comments
1384,351816,58623,138,3,11,2,0,2,1,1,68,8,68.0,8.0,54,603,30,man films himself speeding in his porsche with foot on the dashboard comments
1385,351924,58641,138,3,11,2,0,2,1,1,65,8,65.0,8.0,54,603,30,mom jailed after leaving 4 young kids at home for a european trip comments
1386,239670,39932,42,0,5,2,0,2,2,1,83,29,41.5,29.0,14,294,30,tranny pretending to be dr injects woman with cement and fixaflat a miami gardens transgender woman is facing charges of practicing medicine without a tranny pretending to be dr injects woman with cement and fixaflat post navigation subscribe to our mailing list
1387,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1388,285347,57054,146,3,11,2,0,2,1,1,21,8,21.0,8.0,53,626,30,nowhere to go but up comments
1389,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1390,257467,51478,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,nra’s dana loesch says if guns are banned so should “feet and fists” comments
1391,256817,51348,138,3,11,2,0,2,1,1,58,8,58.0,8.0,54,603,30,huge gas explosion sends giant fireball in ghana’s capital comments
1392,605514,100906,184,3,27,7,0,7,1,8,78,546,78.0,68.25,95,918,34,vegas massacre 5 things don’t add up about the las vegas mass shooting video 1 dozens of concertgoers reported the presence of multiple shooters 2 who warned concertgoers they were “all going to die” a full 45 minutes before the shooting started emigrate while you still can learn more 3 the weapon you hear on videos was full auto which is almost impossible to acquire through legal means 4 why were the exits blocked trapping victims like rats in a maze 5 why did the shooter have as many as 10 firearms in his room one more question why is isis claiming responsibility for the las vegas massacre comments
1393,256652,51315,138,3,11,2,0,2,1,1,61,8,61.0,8.0,54,603,30,madagascar plague kills 20 amid unusually rapid rise in cases comments
1394,240126,40008,40,0,5,2,0,2,2,1,116,29,58.0,29.0,13,294,29,‘these people need to be protected’ police won’t release info on lynching of 8yearold biracial boy post navigation subscribe to our mailing list
1395,2163,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
1396,271097,54204,138,3,11,3,0,3,1,1,34,8,34.0,8.0,54,617,32,bucs go quietly into the night 61 comments
1397,370578,61750,149,3,11,3,0,3,1,1,23,8,23.0,8.0,59,659,30,2017 nfl picks – week 4 comments
1398,370038,61660,145,3,11,2,0,2,1,1,65,8,65.0,8.0,57,624,31,can giants qb eli manning have a bounce back season for big blue comments
1399,257882,51561,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,bar owner doesnt think lynch kaepernick doormat is racist really comments
1400,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1401,260897,52164,139,3,11,2,0,2,1,1,31,8,31.0,8.0,53,616,31,ravens vs steelers – wednesday comments
1402,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1403,272732,54531,150,3,11,3,0,3,1,1,54,8,54.0,8.0,59,658,30,2017 fantasy football team defense rankings â week 5 comments
1404,272397,54464,150,3,11,3,0,3,1,1,54,8,54.0,8.0,59,655,30,2017 fantasy football team defense rankings â week 4 comments
1405,371286,61868,139,3,11,3,0,3,1,1,59,8,59.0,8.0,54,639,32,2018 projection will robinson cano return to elite levels comments
1406,361050,60162,141,3,11,2,0,2,1,1,62,8,62.0,8.0,53,613,30,police officer arrested near white house with nine guns in car comments
1407,220674,36766,41,0,5,2,0,2,3,1,125,29,41.666666666666664,29.0,13,284,29,the actual voices of black slaves recorded now revealed the actual voices of black slaves recorded now revealed post navigation subscribe to our mailing list
1408,256647,51314,138,3,11,2,0,2,1,1,53,8,53.0,8.0,54,603,30,ryan gosling guy on a boat give dating advice on snl comments
1409,366762,61114,137,3,11,2,0,2,1,1,21,8,21.0,8.0,53,610,31,nc state may be legit comments
1410,399607,79906,221,3,11,2,0,2,1,1,27,8,27.0,8.0,53,770,33,alex collins worth a start comments
1411,360990,60152,137,3,11,2,0,2,1,1,91,8,91.0,8.0,53,598,31,raquel aurilia nominated for best singersongwriter in 2017 hollywood music in media awards comments
1412,265947,53174,144,3,11,2,0,2,1,1,35,8,35.0,8.0,54,616,30,trickle down taxation – af branco comments
1413,274857,54956,150,3,11,3,0,3,1,1,51,8,51.0,8.0,59,663,30,2017 fantasy football tight end rankings â week 5 comments
1414,256647,51314,138,3,11,2,0,2,1,1,53,8,53.0,8.0,54,603,30,ryan gosling guy on a boat give dating advice on snl comments
1415,272187,54422,136,3,11,2,0,2,1,1,64,8,64.0,8.0,53,596,31,love hope strength band announces partnership with killer tracks comments
1416,257152,51415,138,3,11,2,0,2,1,1,64,8,64.0,8.0,54,603,30,trump responds to puerto rico’s plea for help with a golf trophy comments
1417,2163,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
1418,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1419,357618,59590,141,3,11,2,0,2,1,1,47,8,47.0,8.0,53,613,30,watch live trump delivers speech on tax reform comments
1420,260897,52164,139,3,11,2,0,2,1,1,31,8,31.0,8.0,53,616,31,ravens vs steelers – wednesday comments
1421,257117,51408,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,dems call for action against guns not just ‘thoughts and prayers’ comments
1422,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1423,301592,60303,140,3,11,6,0,6,1,1,100,8,100.0,8.0,56,647,32,102 happenings hbd erniehonest eddie rex maury big red marino lamont axed bucs sold more comments
1424,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1425,289907,57966,137,3,11,3,0,3,1,1,79,8,79.0,8.0,54,664,32,waiver worthy week 4 wendell smallwood sterling shepard duke johnson more comments
1426,277602,55505,146,3,11,2,0,2,1,1,30,8,30.0,8.0,57,628,31,rams upset cowboys on the road comments
1427,351912,58639,138,3,11,2,0,2,1,1,62,8,62.0,8.0,54,603,30,trump undercuts tillerson dont bother talking to north korea comments
1428,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1429,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1430,274012,54787,139,3,11,2,0,2,1,1,46,8,46.0,8.0,54,607,31,jake arrieta admits he’s still not 100 percent comments
1431,277607,55506,140,3,11,3,0,3,1,1,27,8,27.0,8.0,55,632,32,cutch rocks bucs roll 101 comments
